Site no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius
YUR189,3801,Primary,28.52,1379.75,18.75
BALL16,3801,Secondary,5.43,1603.69,19.21
BROAD02,3801,Secondary,5.05,1591.61,19.2
CCEEC013,3801,Secondary,54.84,1504.51,19.1
AQUAD1,3802,Primary,108.95,1295.99,16.66
BBY010,3802,Primary,15.28,1300.91,16.84
BBY018,3802,Primary,13.76,1296.04,16.88
BBY042,3802,Primary,1.3,1288.13,16.89
BRK027Q6,3802,Primary,108.91,1285.69,16.76
BRK035QC,3802,Primary,102.49,1318.87,16.44
CTHE4Q3C,3802,Primary,56.62,1258.62,17.1
CTHE5Q3C,3802,Primary,70.91,1250.94,17.16
CTHF3Q1C,3802,Primary,25.87,1223.85,17.28
KRH09Q4F,3802,Primary,9.86,1169.65,17.09
MRN04Q2F,3802,Primary,17.22,1324.78,16.87
MRN07Q2F,3802,Primary,20.04,1333.27,16.84
MRN09Q2U,3802,Primary,35.88,1352.4,16.81
NAB006.1,3802,Primary,4.12,1204.77,16.92
NAB012.1,3802,Primary,4.96,1208.46,16.91
NAB016.1,3802,Primary,4.58,1182.12,16.98
NAB024.1,3802,Primary,7.45,1208.77,16.9
PST13Q3L,3802,Primary,22.47,1335.11,16.91
PST16Q6F,3802,Primary,7.36,1344.12,16.78
PST17Q3U,3802,Primary,36.56,1334.2,16.78
SWN24Q3C,3802,Primary,79.91,1196.79,17.1
SWN25Q5C,3802,Primary,75.03,1175.53,17.26
SWN30Q2C,3802,Primary,49.69,1177.6,17.22
SWNF6Q7F,3802,Primary,24.39,1149.38,17.4
SWNF9Q3M,3802,Primary,19.58,1146.16,17.45
TKL33Q4M,3802,Primary,20.88,1274.66,17.14
VMP2CB1,3802,Primary,2.98,1358.47,16.86
VMP2CT3,3802,Primary,3.09,1355.38,16.89
WLT04Q6F,3802,Primary,7.03,1091.47,17.35
WLT19Q6F,3802,Primary,6.11,1172.78,17.11
WLT34Q3F,3802,Primary,9.41,1147.53,17.13
WLT35Q0F,3802,Primary,7.72,1152.03,17.12
WLT81Q8C,3802,Primary,5.59,1149.98,17.17
WLTA2Q5F,3802,Primary,4.52,1125.47,17.25
WLTD1Q4F,3802,Primary,8.94,1138.72,17.16
AC_TOMA29,3802,Primary,8.68,1117.56,17.24
AC_TOMA36,3802,Primary,6.48,1125.26,17.23
AC_TOMA13,3802,Primary,8.79,1084.6,17.36
AC_TOMA37,3802,Primary,6.17,1124.39,17.24
AC_TOMA38,3802,Primary,3.65,1129.97,17.24
AC_TOMA53,3802,Primary,5.35,1184.09,17.1
HCR025,3802,Primary,8.63,1458.96,17.14
HCR026,3802,Primary,8.62,1450.79,17.17
HCR029,3802,Primary,3.86,1420.7,17.26
HCR038,3802,Primary,3.57,1417.99,17.25
HKA001,3802,Primary,49.21,1531.44,16.99
HKA002,3802,Primary,40.31,1509.41,17.1
HLI014,3802,Primary,3.52,1429.96,17.59
HLI019,3802,Primary,5.36,1417.75,17.44
HLI032,3802,Primary,3.83,1413.01,17.48
SWNH5Q3F,3802,Secondary,4.25,1162.65,17.44
EA_CO1,3802,Secondary,9.75,1355.15,16.8
LNE07089,3802,Secondary,7.09,1222.99,16.96
AC_WIND04,3802,Secondary,15.71,1146.67,17.43
BBY041,3803,Primary,6.19,1289.94,16.91
BRSD6Q5F,3803,Primary,6.68,1044.92,17.5
EA_ET12,3803,Primary,1.83,1271.75,17.14
EFS029,3803,Primary,6.29,1101.31,17.31
EMRLDBB4,3803,Primary,0,1581.49,18.63
LNE07038,3803,Primary,3.67,1396.64,17.52
NAB008.1,3803,Primary,5.68,1183.06,16.97
NAB009.1,3803,Primary,1.61,1181.25,16.97
NAB013.1,3803,Primary,3.98,1209.7,16.91
NAB017.1,3803,Primary,5.69,1183.08,16.95
NAB020.1,3803,Primary,2.68,1196.29,16.95
NAB023.1,3803,Primary,4.36,1207.65,16.9
NAB027.1,3803,Primary,4.48,1190.1,17
PST04Q3F,3803,Primary,14.29,1336.69,16.79
PST06Q3F,3803,Primary,24.25,1325.31,16.86
WLT24Q8F,3803,Primary,3.82,1124.2,17.26
WLT28Q5F,3803,Primary,8.46,1091.83,17.3
WLT44Q0F,3803,Primary,7.42,1104.71,17.3
WLT49Q6F,3803,Primary,9.44,1086.41,17.34
WLT57Q5F,3803,Primary,5.87,1087.47,17.36
WLT58Q1F,3803,Primary,7.09,1097.82,17.32
WLT67Q4F,3803,Primary,8.83,1096.3,17.3
WLT99Q2F,3803,Primary,8.75,1106.77,17.27
WLTB5Q2F,3803,Primary,10.03,1067.25,17.36
WLTD0Q1F,3803,Primary,8.72,1131.88,17.19
WLTD2Q2F,3803,Primary,6.03,1137.6,17.19
AC_TOMA15,3803,Primary,6.07,1085.76,17.37
AC_TOMA18,3803,Primary,4.8,1099.53,17.32
AC_TOMA30,3803,Primary,6.9,1120.57,17.23
AC_TOMA32,3803,Primary,4.29,1123.21,17.25
AC_TOMA56,3803,Primary,4.48,1182.42,17.1
AC_TOMA59,3803,Primary,2.69,1172.28,17.14
AC_TOMA69,3803,Primary,3.17,1170.05,17.14
AC_TOMA70,3803,Primary,3.57,1172.79,17.13
HCR030,3803,Primary,2.44,1424,17.25
HCR032,3803,Primary,2.89,1424.8,17.25
HCR033,3803,Primary,3.26,1425.28,17.25
HCR034,3803,Primary,8.89,1470.08,17.19
HLI006,3803,Primary,4.11,1398.08,17.51
HLI021,3803,Primary,4.86,1410.09,17.51
MYL20Q0F,3803,Primary,2.79,1360.14,16.82
EA_ET14,3803,Secondary,5.95,1462.26,17.17
VMP2CT1,3803,Secondary,3.34,1359.85,16.85
ARAK12,3804,Primary,8.05,1802.89,19.59
BROAD10,3804,Primary,12.55,1605.93,19.19
BROAD18,3804,Primary,9.19,1596.9,19.16
FF_ALL016,3804,Primary,4.28,1446.01,18.78
TCHROMB4,3804,Primary,0.09,1366.17,18.27
TTYDHCS1,3804,Primary,0,1797.03,19.51
PTV01Q7F,3804,Primary,4.45,1843.11,19.33
CRPBSH11,3804,Primary,3.55,1592.73,18.71
WAR10CBR,3804,Primary,7.08,1613.24,19.19
HBR015,3804,Primary,15.5,1600.75,19.13
HBR017,3804,Primary,9.98,1598.3,19.13
HBR025,3804,Primary,6.67,1600.51,19.13
HEV007,3804,Primary,5.05,1569.96,19.16
BALL02,3804,Secondary,3.73,1535.31,19.16
BRU41CBR,3804,Secondary,2.27,1793.12,19.41
BON11Q5L,3805,Primary,18.44,1238.77,16.88
BTN34Q5U,3805,Primary,17.94,1206.06,17.1
BTN35Q-C,3805,Primary,42.99,1210.89,17.04
BTN61M2Q,3805,Primary,12.68,1204.81,17.1
HSES101,3805,Primary,54.88,1262.97,16.74
HSIS101,3805,Primary,33.65,1237,16.87
JMBO_104,3805,Primary,25.7,886.54,14.56
JMBO_105,3805,Primary,17.83,883.28,14.6
KURNL_M2,3805,Primary,12.21,1195.51,17.08
LBAYE08C,3805,Primary,15.96,1240.19,16.88
PHC48H8M,3805,Primary,27.57,1221.59,16.94
PHC56Q1M,3805,Primary,42.22,1227.1,16.96
PHC57Q5L,3805,Primary,36.98,1233.59,16.9
PHC97Q5C,3805,Primary,11.84,1210.83,17.06
PHC98Q8U,3805,Primary,1.73,1211.81,17.01
PHC99Q3U,3805,Primary,14.29,1227.24,16.92
PHCA1Q4C,3805,Primary,14.48,1194.31,17.06
PHCA9Q3V,3805,Primary,39.38,1230.3,16.94
PHCB1M8Q,3805,Primary,35.02,1235.35,16.9
PHCE0Q4L,3805,Primary,16.42,1214.33,16.99
PHCF7,3805,Primary,14.56,1200.04,17.06
PHCG5,3805,Primary,13.3,1197.07,17.08
PHCG6,3805,Primary,6.76,1194.4,17.06
PHCI4,3805,Primary,16.27,1210.56,17.01
PHCI5,3805,Primary,14.89,1197.71,17.07
SDFL102,3805,Primary,3.81,1229.35,16.94
SDIS101,3805,Primary,66.13,1268.67,16.73
SDRT101,3805,Primary,64.11,1271.38,16.72
SDRT102,3805,Primary,61.15,1263.32,16.77
SDRT103,3805,Primary,58.45,1273.6,16.76
SWN22Q2M,3805,Primary,49.01,1170.68,17.36
SWN29Q3C,3805,Primary,74.17,1170.15,17.31
TKL35Q7C,3805,Primary,16.5,1275.76,17.15
TKL36Q7C,3805,Primary,15.68,1275.01,17.15
TKL38Q5L,3805,Primary,9.22,1274.01,17.16
CUG08Q4S,3805,Primary,72.07,1444.84,16.21
CUG09Q1U,3805,Primary,73.81,1448.03,16.18
CUG10Q8U,3805,Primary,79.72,1442.81,16.22
CUG11Q6F,3805,Primary,81.31,1466.26,16.15
WOL01Q0F,3805,Primary,58.43,898.99,14.45
WOL02Q0F,3805,Primary,52.73,899.44,14.45
CUG12Q2F,3805,Secondary,84.18,1457.31,16.22
EO1S1,3805,Secondary,70.31,1469.33,16.18
HM4S1,3805,Secondary,73.86,1448.51,16.18
HM4S2,3805,Secondary,73.94,1448.47,16.18
HM4S3,3805,Secondary,74.38,1447.97,16.18
HM4S4,3805,Secondary,73.28,1447.74,16.18
IA3S1,3805,Secondary,65.26,1455.55,16.25
PO4S1,3805,Secondary,78.43,1465.98,16.17
PO4S2,3805,Secondary,76.57,1465.97,16.17
WS1S1,3805,Secondary,34.46,1327.21,16.59
WS1S2,3805,Secondary,30.28,1327.47,16.59
WS1S3,3805,Secondary,36.91,1327.14,16.59
WS3S1,3805,Secondary,54.1,1448.17,16.31
WS3S2,3805,Secondary,53.19,1446.72,16.31
WS3S3,3805,Secondary,54.05,1448.28,16.31
BD000MW2,3805,Secondary,37.17,1359.13,16.35
BD00CAV1,3805,Secondary,121.32,1397.63,15.9
BD00LOW1,3805,Secondary,39.68,1285.75,16.45
BON06Q3M,3806,Primary,21.32,1221.72,16.93
BTN21H1U,3806,Primary,43.91,1222.76,16.93
BTN41PHH,3806,Primary,47.31,1237.51,16.85
BTN67H8M,3806,Primary,17.51,1240.26,16.89
LAP83BB5,3806,Primary,46.33,1220.83,16.94
LBAYE08B,3806,Primary,6.12,1215.2,17.01
LBAYW08A,3806,Primary,24.18,1218.67,16.96
LBAYW873,3806,Primary,50.19,1220.42,16.92
MAL83BB6,3806,Primary,33.4,1217.14,16.92
NTHH-D20,3806,Primary,23.5,1192.85,17.11
NTHH-G18,3806,Primary,63.15,1208.4,16.93
NTHH-G19,3806,Primary,57.29,1202.9,17.01
NTHH-H14,3806,Primary,46.45,1210.61,16.91
NTHH-H16,3806,Primary,65.47,1207.38,16.96
NTHH-H18,3806,Primary,72.44,1212.23,16.88
NTHH-H19,3806,Primary,73.4,1207.22,16.96
NTHH-I14,3806,Primary,58.49,1213.52,16.8
NTHH-I15,3806,Primary,65.73,1213.26,16.83
NTHH-I16,3806,Primary,73.33,1212.21,16.87
NTHH-I17,3806,Primary,74.94,1212.44,16.86
NTHH-I18,3806,Primary,77.64,1211.14,16.87
NTHH-I19,3806,Primary,78.83,1206.24,16.99
NTHH-J13,3806,Primary,56.07,1212.81,16.76
NTHH-J16,3806,Primary,77.67,1212.74,16.78
NTHH-J20,3806,Primary,78.25,1198.01,17.07
NTHH-K21,3806,Primary,71.64,1194.74,17.11
NTHH-M6,3806,Primary,70.04,1209.88,16.91
NTHH-N7,3806,Primary,77.37,1212.41,16.82
NTHH-O7,3806,Primary,82.36,1211.37,16.73
NTHH-Q12,3806,Primary,91.95,1225.55,16.55
NTHH-Q13,3806,Primary,93.25,1224.6,16.55
NTHH-R12,3806,Primary,81.75,1223.12,16.55
BON07Q3F,3806,Secondary,35.72,1208.65,17.1
BTN38PHH,3806,Secondary,37.15,1229.41,16.89
BTN39PHH,3806,Secondary,37.34,1232.04,16.88
BHSC63,3807,Primary,75.92,923.13,16.75
BRK018,3807,Primary,98.73,1249.72,16.49
BRK82H2C,3807,Primary,83.08,1275.62,16.62
BRKD1H6C,3807,Primary,131.59,1269.63,16.31
BRKE5H7C,3807,Primary,141.19,1280.82,16.22
BRO003,3807,Primary,149.23,1277.49,16.29
BRO009,3807,Primary,149.82,1250.32,16.56
COW014,3807,Primary,164.75,1271.24,16.26
CWN002,3807,Primary,135.79,1238.53,16.49
CWN003,3807,Primary,84.44,1217.25,16.68
GARW_015,3807,Primary,84.93,1258.11,16.66
GARW_019,3807,Primary,98.39,1220.75,16.86
GARW_024,3807,Primary,151.13,1248.28,16.44
HRN026,3807,Primary,153.92,1231.41,16.58
HRN032,3807,Primary,80.96,1255.35,16.47
HRN033,3807,Primary,131.24,1255.84,16.43
HRN08HR,3807,Primary,152.53,1293.41,16.16
HRN09HS,3807,Primary,96.64,1253.33,16.59
HRN10HE,3807,Primary,126.08,1238.67,16.66
HRN11HE,3807,Primary,124.24,1294.99,16.13
HRN21HR,3807,Primary,122.82,1220.01,16.76
HRN27HW,3807,Primary,126.9,1226.18,16.75
HRN28HN,3807,Primary,118.27,1218.97,16.78
HRN29HE,3807,Primary,115.42,1231.63,16.69
HRN30HF,3807,Primary,86.8,1269.11,16.44
HRN75H2U,3807,Primary,152.16,1217.25,16.81
HRN76H7M,3807,Primary,115.14,1262.3,16.48
HRN98H4U,3807,Primary,138.38,1251.39,16.47
HRN99H2C,3807,Primary,167.9,1278.55,16.21
LCNP29A,3807,Primary,26.56,1141.91,16.78
MNV02HR,3807,Primary,42.73,1249.22,16.64
MNV033,3807,Primary,136.13,1232.02,16.67
MNV03HS,3807,Primary,73.46,1218.1,16.89
MNV05HE,3807,Primary,66.01,1239.3,16.7
MNV49H3U,3807,Primary,65.89,1188.25,17.07
MNVE6H8C,3807,Primary,161.34,1284.81,16.29
MNVG2H3U,3807,Primary,168.83,1292.42,16.26
MNVG3H4U,3807,Primary,171.8,1286.89,16.31
MNVG5,3807,Primary,118.58,1246.53,16.66
MON035,3807,Primary,159.85,1242.2,16.62
N_159801,3807,Primary,181.34,1266.15,16.42
SYD02H5C,3807,Primary,141.11,1270.4,16.47
SYD12H4M,3807,Primary,29.51,1189.3,17.11
SYD13H2U,3807,Primary,72.48,1189.91,17.1
SYD19H2C,3807,Primary,10.38,1189.57,17.11
WARECM1,3807,Primary,181.6,1254.53,16.45
MNVG4,3807,Secondary,61.28,1274.25,16.45
N_215113,3807,Secondary,142.43,1272.68,16.44
N_215112,3807,Secondary,158.97,1278.85,16.38
GND42H6C,3808,Primary,217.77,1127.85,16.3
GND81H5C,3808,Primary,188.24,1179.92,16.47
GND84H5C,3808,Primary,191.45,1183.55,16.32
MNG16H1C,3808,Primary,202.83,1090.3,16.75
CWN005,3808,Primary,173.53,1223.91,16.43
BD000CH1,3809,Primary,83.66,1302.15,16.16
BD000CH2,3809,Primary,71.13,1384.93,16.17
BD000CH3,3809,Primary,52.11,1273.61,16.36
BD000H10,3809,Primary,47.55,1367.8,16.25
END011HQ,3809,Primary,667.52,1092.48,12.99
MRT09,3809,Primary,554.19,1169.16,13.19
HUS21N5F,3809,Primary,74.91,1311.3,16.09
SXI04N7F,3809,Primary,94.09,1314.13,16.01
BD00COH3,3809,Secondary,31.61,1325.92,16.48
MRT10,3809,Secondary,434.53,1151.93,13.94
BCRPP1,3809,Secondary,72.59,1400.85,16.35
BCRPP2,3809,Secondary,75.63,1365.08,16.53
BCRTA2,3809,Secondary,70.43,1450.12,16.26
BCRTA3,3809,Secondary,68.72,1448.99,16.26
OH1S1,3809,Secondary,63.51,1423.02,16.27
OH1S2,3809,Secondary,64.29,1418.72,16.29
OH1S3,3809,Secondary,64.29,1418.72,16.29
OH1S4,3809,Secondary,64.29,1418.72,16.29
OH2S1,3809,Secondary,55.72,1440.4,16.31
OH2S2,3809,Secondary,55.72,1440.4,16.31
OH2S3,3809,Secondary,54.79,1440.1,16.31
OH3S1,3809,Secondary,61.15,1452.66,16.27
OH3S2,3809,Secondary,60.39,1451.7,16.27
OH3S3,3809,Secondary,60.86,1450.17,16.28
OH4S1,3809,Secondary,13.9,1338.01,16.57
OH4S2,3809,Secondary,14.85,1337.65,16.58
OH4S3,3809,Secondary,12.18,1333.44,16.59
SO1S1,3809,Secondary,54.88,1352.24,16.59
SO1S2,3809,Secondary,54.88,1352.24,16.59
WO5S3,3809,Secondary,58,1442.94,16.29
BULLI69,3810,Primary,355.84,1297.46,14.95
NTHH-L6,3810,Primary,65.01,1205.07,16.98
SSPLH53,3810,Primary,343.87,1281,15
SSPLH56,3810,Primary,400.51,1385.83,14.55
SSRT329,3810,Primary,103.12,1255.9,16.53
YAL059,3810,Primary,197.24,1131.58,15.47
YAL063,3810,Primary,198.47,1142.82,15.43
BHACA51,3810,Secondary,137,942.61,16.46
SSPLH55,3810,Secondary,358.41,1391.93,15.03
TOU002HQ,3810,Secondary,755.25,1008.31,12.18
TOU007,3810,Secondary,685.58,939.22,12.69
BD00COH4,3811,Primary,3.61,1331.55,16.49
BON08H7M,3811,Primary,29.44,1238.97,16.88
BON09H1V,3811,Primary,38.41,1229.13,16.95
BON12H5V,3811,Primary,35.29,1204.01,17.1
NTHH-C20,3811,Primary,4.58,1192.59,17.11
NTHH-C21,3811,Primary,6.83,1192.64,17.11
NTHH-E21,3811,Primary,39.63,1193.17,17.11
NTHH-G22,3811,Primary,27.08,1193.78,17.11
NTHH-H23,3811,Primary,4.56,1194.05,17.11
NTHH-K24,3811,Primary,8.77,1194.97,17.11
NTHH-U8,3811,Primary,20.39,1210.43,16.66
NTHH-V8,3811,Primary,19.76,1210.94,16.7
NTHH-V9,3811,Primary,42.72,1210.39,16.67
SDMA106,3811,Primary,31.8,1234.12,17.1
NTHH-E23,3811,Primary,8.45,1193.28,17.11
NTHH-F23,3811,Primary,12.94,1193.48,17.11
NTHH-O26,3811,Primary,9.31,1196.31,17.1
NTHH-Q26,3811,Primary,5.78,1196.95,17.1
BD00COH1,3811,Secondary,30,1363.11,16.33
SSMA104,3811,Secondary,19.82,1277.42,16.79
EC1S1,3811,Secondary,38.09,1439.49,16.36
BON05H7U,3812,Primary,16.5,1226.74,16.95
BON10H1F,3812,Primary,34.87,1231.17,16.93
BON13H4F,3812,Primary,30.63,1204.06,17.1
LBAYW78B,3812,Primary,33.19,1209.15,17.1
NTHH-D21,3812,Primary,27.46,1192.9,17.11
NTHH-D22,3812,Primary,20.27,1192.96,17.11
NTHH-E22,3812,Primary,37.38,1193.22,17.11
NTHH-G23,3812,Primary,5.74,1193.77,17.11
NTHH-H17,3812,Primary,69.26,1211.69,16.89
NTHH-I13,3812,Primary,44.48,1213.27,16.83
NTHH-I20,3812,Primary,74.23,1202.76,17.02
NTHH-I21,3812,Primary,63.25,1194.18,17.11
NTHH-I22,3812,Primary,40.77,1194.26,17.11
NTHH-I23,3812,Primary,17.66,1194.33,17.11
NTHH-J22,3812,Primary,49.59,1194.55,17.11
NTHH-J23,3812,Primary,29.8,1194.62,17.11
NTHH-K13,3812,Primary,70.71,1210.14,16.71
NTHH-K22,3812,Primary,51.38,1194.83,17.11
NTHH-K23,3812,Primary,31.63,1194.9,17.11
NTHH-L11,3812,Primary,67.06,1211.39,16.74
NTHH-L22,3812,Primary,44.48,1195.12,17.11
NTHH-L23,3812,Primary,32.46,1195.2,17.11
NTHH-L24,3812,Primary,28.62,1195.27,17.11
NTHH-M23,3812,Primary,52.34,1195.5,17.1
NTHH-M24,3812,Primary,50.14,1195.57,17.1
NTHH-M25,3812,Primary,12.96,1195.68,17.1
NTHH-M5,3812,Primary,60.57,1210.51,16.88
NTHH-N22,3812,Primary,70.3,1195.73,17.1
NTHH-N23,3812,Primary,61.1,1195.8,17.1
NTHH-N24,3812,Primary,63.65,1195.88,17.1
NTHH-N25,3812,Primary,43.83,1195.99,17.1
NTHH-N4,3812,Primary,46.86,1212.96,16.77
NTHH-N5,3812,Primary,59.61,1212.62,16.81
NTHH-O23,3812,Primary,71.82,1196.11,17.1
NTHH-O24,3812,Primary,68.63,1196.19,17.1
NTHH-O25,3812,Primary,60.62,1196.22,17.1
NTHH-O3,3812,Primary,37.85,1212.56,16.72
NTHH-O4,3812,Primary,51.04,1212.12,16.71
NTHH-O5,3812,Primary,64.43,1212.11,16.74
NTHH-O6,3812,Primary,74.91,1211.38,16.72
NTHH-P10,3812,Primary,86.66,1209.76,16.61
NTHH-P11,3812,Primary,89.79,1213.52,16.59
NTHH-P20,3812,Primary,78.04,1212.3,16.8
NTHH-P21,3812,Primary,74.04,1212.48,16.87
NTHH-P22,3812,Primary,71.2,1204.6,17.01
NTHH-P25,3812,Primary,64.68,1196.54,17.1
NTHH-P26,3812,Primary,19.87,1196.63,17.1
NTHH-P3,3812,Primary,46.89,1212.25,16.69
NTHH-P4,3812,Primary,56.71,1211.53,16.68
NTHH-P5,3812,Primary,65.43,1211,16.66
NTHH-P6,3812,Primary,74.33,1210.35,16.68
NTHH-P7,3812,Primary,81.31,1209.74,16.66
NTHH-P9,3812,Primary,84.3,1208.3,16.64
NTHH-Q10,3812,Primary,84.17,1215.56,16.58
NTHH-Q11,3812,Primary,85.74,1219.75,16.57
NTHH-Q18,3812,Primary,79.35,1205.62,16.67
NTHH-Q19,3812,Primary,73.11,1208.99,16.71
NTHH-Q4,3812,Primary,54.75,1212.53,16.65
NTHH-Q5,3812,Primary,65.94,1211.62,16.65
NTHH-Q6,3812,Primary,71.64,1210.62,16.65
NTHH-Q7,3812,Primary,75.86,1212.94,16.61
NTHH-R13,3812,Primary,86.42,1216.79,16.58
NTHH-R14,3812,Primary,84.52,1210.22,16.6
NTHH-R15,3812,Primary,79.47,1205.77,16.62
NTHH-R17,3812,Primary,80.78,1204.97,16.65
NTHH-R18,3812,Primary,76.09,1206.62,16.68
NTHH-R19,3812,Primary,31.57,1207.4,16.69
NTHH-S12,3812,Primary,73.76,1212.29,16.58
NTHH-S13,3812,Primary,74.5,1207.82,16.62
NTHH-S16,3812,Primary,33.76,1206.96,16.66
NTHH-S17,3812,Primary,14.59,1208.02,16.67
NTHH-S18,3812,Primary,9.09,1207.73,16.69
NTHH-T12,3812,Primary,75.67,1209.24,16.62
NTHH-T13,3812,Primary,55.99,1208.04,16.63
NTHH-U11,3812,Primary,67.64,1208.89,16.63
NTHH-V10,3812,Primary,13.3,1210.87,16.72
PHC45H_D,3812,Primary,20.97,1213.89,17.01
PHCB2V6H,3812,Primary,31.48,1238.95,16.88
PHCC9D4Q,3812,Primary,19.13,1213.04,17.01
PHCD9Q_V,3812,Primary,27.14,1234.54,16.92
PHCE1H_F,3812,Primary,24.1,1216.1,17
PHCE2H2F,3812,Primary,24.25,1216.56,16.99
PHCG8,3812,Primary,18.19,1200.63,17.06
SYD16H2S,3812,Primary,14.02,1187.2,17.11
NTHH-F22,3812,Primary,36.29,1193.49,17.11
NTHH-G20,3812,Primary,53.49,1193.64,17.11
NTHH-H21,3812,Primary,57.38,1193.9,17.11
NTHH-H22,3812,Primary,35.19,1193.96,17.11
NTHH-M22,3812,Primary,57.5,1195.42,17.1
NTHH-P23,3812,Primary,72.14,1196.35,17.1
NTHH-Q20,3812,Primary,69.65,1211.13,16.75
NTHH-Q21,3812,Primary,32.18,1211.63,16.76
NTHH-Q22,3812,Primary,36.56,1208.6,16.95
NTHH-S14,3812,Primary,7.74,1206.42,16.64
NTHH-U12,3812,Primary,51.89,1208.86,16.68
120808-1,3812,Secondary,45.29,1202.82,17.05
BRKC3N0C,3812,Secondary,81.12,1226.9,17.02
SSMA101,3812,Secondary,43.95,1231.27,16.95
SYD10H7R,3812,Secondary,84.07,1237.98,16.75
SSRT121,3812,Secondary,47.29,1219.22,17.07
BTN45U7H,3813,Primary,47.6,966.09,16.96
BTN46U5H,3813,Primary,21.75,935.62,17.09
BTNK0Q05,3813,Primary,64.07,986.13,16.72
BTNK2Q18,3813,Primary,65.93,986.26,16.72
BTNK5Q21,3813,Primary,87.47,1010.82,16.62
CAM100LH,3813,Primary,92.35,1029.26,16.52
CAM101LH,3813,Primary,82.45,1022.73,16.55
CAM104LH,3813,Primary,143.18,1093.69,16.34
CAM105LH,3813,Primary,166.54,1107.61,16.11
CAM106LH,3813,Primary,110.6,1039.3,16.35
CAM75BTU,3813,Primary,146.86,915.4,16.38
CMP09-5U,3813,Primary,118.83,1035.42,16.44
CMP23Q22,3813,Primary,86.3,1009.52,16.61
CMP24Q24,3813,Primary,75.33,1024.93,16.55
CMP25Q25,3813,Primary,68.55,1024.17,16.55
CMP26Q26,3813,Primary,90.16,1003.19,16.66
CMP27Q27,3813,Primary,102.12,1025.89,16.5
CMP28Q28,3813,Primary,104.72,1012.68,16.6
CMP29Q29,3813,Primary,107.15,1031,16.6
CMP35Q35,3813,Primary,98.51,1029.83,16.63
CMP39Q39,3813,Primary,101.53,1015.07,16.55
CMP53Q53,3813,Primary,80.43,1033.85,16.48
CMP58Q58,3813,Primary,103.31,1025.55,16.59
CMP67Q67,3813,Primary,95.13,1032.89,16.63
CMP68Q68,3813,Primary,126.29,1095.33,16.31
CMP69Q69,3813,Primary,111.83,1098.55,16.28
CMP71Q71,3813,Primary,122.35,1101.66,16.28
CMP74Q74,3813,Primary,136.31,1069.95,16.43
CMP76Q78,3813,Primary,115.24,1076.5,16.44
HOLS_080,3813,Primary,76.02,928.55,16.76
HOLS_091,3813,Primary,92.43,986.58,16.61
HOLSW10D,3813,Primary,183.69,1132.1,16.1
HOLSW10E,3813,Primary,244.05,1145.56,15.57
HOLSW14B,3813,Primary,51.96,921.78,16.75
HOLSW1E,3813,Primary,197.03,1015.71,15.97
HOLSW1F,3813,Primary,96.9,1020.28,16.48
HOLSW2C,3813,Primary,139.92,1037.68,16.28
HOLSW2E,3813,Primary,188.78,994.03,15.92
HOLSW2F,3813,Primary,66.67,978.81,16.67
HOLSW3BR,3813,Primary,28.85,911.98,17
HOLSW3F,3813,Primary,60.76,973.93,16.7
HOLSW3H,3813,Primary,203.04,956.54,15.73
HOLSW4B,3813,Primary,91.42,930.2,16.58
HOLSW4D,3813,Primary,204.77,1099.74,16.42
HOLSW4F,3813,Primary,50.8,959.39,16.76
HOLSW5E,3813,Primary,289.6,1118.92,15.2
HOLSW6C,3813,Primary,105.51,1023.48,16.44
HOLSW6D,3813,Primary,169.82,1115.42,16.03
HOLSW7E,3813,Primary,318.34,1163.89,15.17
HOLSW8B,3813,Primary,86.33,958.33,16.59
HOLSW8D,3813,Primary,172.17,1105.27,16.14
HOLSW9D,3813,Primary,162.77,1088.53,16.22
ISRT102,3813,Primary,167.75,1236.69,15.99
ISRT103,3813,Primary,200.44,1249.37,15.9
ISRT303,3813,Primary,145.79,1209.65,16.21
ISRT306,3813,Primary,145.79,1209.65,16.21
LVR72H8M,3813,Primary,77.67,1007.76,16.6
LVR88Q17,3813,Primary,66.31,992.66,16.67
PHCI6Q16,3813,Primary,137.41,1106.09,16.28
SITA_LH5,3813,Primary,147.12,1042.84,16.4
SSPLM47,3813,Primary,358.05,1239.21,15.1
SSPLW42,3813,Primary,338.42,1097.19,15.22
SSPLW43,3813,Primary,241.34,1003.77,15.54
SSRT312,3813,Primary,214.93,1318.97,15.76
SSRT316,3813,Primary,190.48,1182.36,16.46
WOLL052,3813,Primary,97,1009.57,16.61
WOLL054,3813,Primary,101.67,1013.93,16.6
APP62,3814,Primary,338.84,1398.27,15.17
APP63,3814,Primary,369.4,1558.83,14.82
AVN13,3814,Primary,529.69,1424.7,13.7
AVN14,3814,Primary,539.07,1385.46,13.66
AVN16,3814,Primary,470.07,1438.94,14.2
BLL36,3814,Primary,414.08,1407.04,14.47
BLL37,3814,Primary,337.89,1380.07,15.11
BLL40,3814,Primary,388.4,1385.58,14.72
BLL41,3814,Primary,393.39,1268.93,14.73
BLL44,3814,Primary,398.21,1533.58,14.73
BLL46,3814,Primary,359.43,1519.36,14.96
BLL58,3814,Primary,383.09,1608.56,14.75
BLL62,3814,Primary,374.75,1431.73,14.72
BLL77,3814,Primary,446.28,1528.72,14.53
